,id,label,text
546,1713,Preparation,Ah ok. Mhm? Mhm
547,1952,Preparation,Mhm But I still have to boil it first.
548,193,Time,But I still have to boil it first. I boil it for another twelve minutes.
549,2146,Preparation,I boil it for another twelve minutes. So I let it boil and then I turn it down and cook it on low heat for another twelve minutes.
550,2348,Temperature,So I let it boil and then I turn it down and cook it on low heat for another twelve minutes. Then I turn it down and on low heat.
551,1444,Ingredient,"Then I turn it down and on low heat. Okay. Okay. Um, with the tomatoes? They just get chopped up. Do they?"
552,1537,Ingredient,"Okay. Okay. Um, with the tomatoes? They just get chopped up. Do they? Okay. Um... Um, with the tomatoes? They're just chopped up. Are they?"
553,1953,Preparation,"Okay. Um... Um, with the tomatoes? They're just chopped up. Are they? Okay. Um... Um, with the tomatoes? They're just chopped up. Are they?"
554,2518,Cooking technique,"Okay. Um... Um, with the tomatoes? They're just chopped up. Are they? Maybe you could ask if I have to peel the chickpeas or not."
555,1954,Preparation,Maybe you could ask if I have to peel the chickpeas or not. Do not recommend the peel? But it is also not bad if the
556,1301,Ingredient,Do not recommend the peel? But it is also not bad if the Um Do the chickpeas ALSO have to be washed somehow? Is that in the recipe?
557,108,Time,Um Do the chickpeas ALSO have to be washed somehow? Is that in the recipe? Um how was the twelve minutes
558,2363,Temperature,Um how was the twelve minutes Does it say how many degrees? Or so?
559,73,Knowledge,"Does it say how many degrees? Or so? Um, is whipped cream a sweet cream?"
560,1032,Ingredient,"Um, is whipped cream a sweet cream? Okay. Uh... Um, maybe you can see what you need for a CURry spices or something. Except. Curry."
561,1033,Ingredient,"Okay. Uh... Um, maybe you can see what you need for a CURry spices or something. Except. Curry. So not the curry spice per se but now if for a curry sauce for a dish. What would one there If I can still spice."
562,2519,Cooking technique,"So not the curry spice per se but now if for a curry sauce for a dish. What would one there If I can still spice. Um, maybe you can look at how to prepare green asparagus?"
563,2616,Recipe,"Um, maybe you can look at how to prepare green asparagus? Mhm?"
564,2416,Cooking technique,Mhm? Okay. So with the end is the lower part meant or how?
565,2417,Cooking technique,Okay. So with the end is the lower part meant or how? So at the point where the knife goes through well. Or what did it say?
566,1034,Ingredient,So at the point where the knife goes through well. Or what did it say? Okay. And fry it with olive oil? And fry with olive oil? With what spices?
567,1513,Ingredient,Okay. And fry it with olive oil? And fry with olive oil? With what spices? Ah can maybe look again uh what color the asparagus should get because it should somehow discolor or something.
568,2379,Cooking technique,Ah can maybe look again uh what color the asparagus should get because it should somehow discolor or something. Hold times maybe good if how can I pull liquid?
569,2708,Recipe, Then look for what you can do with uh look best what is all possible so what is possible so look for what you can do with potatoes and chick potatoes and red lentils?
570,2617,Recipe,Then look for what you can do with uh look best what is all possible so what is possible so look for what you can do with potatoes and chick potatoes and red lentils? Look at this
571,1955,Preparation,Look at this That means I probably have to cook potatoes and lentils first ne?
572,1956,Preparation,That means I probably have to cook potatoes and lentils first ne? So you have to peel and cook the potatoes first and the lentils too? or not?
573,1957,Preparation,So you have to peel and cook the potatoes first and the lentils too? or not? So the lentils first with in a pot?
574,1958,Preparation,So the lentils first with in a pot? And the potatoes in another pot. Or?
575,530,Amount,And the potatoes in another pot. Or? Um yes how many lentils does it say?
576,531,Amount,Um yes how many lentils does it say? 250.
577,844,Amount,250. 250.
578,532,Amount,250. And 200 asparagus or so?
579,771,Amount,And 200 asparagus or so? And 200 asparagus or so?
580,2278,Preparation,And 200 asparagus or so? What do you do with lentils again?
581,1577,Preparation,What do you do with lentils again? At the very beginning?
582,533,Amount,At the very beginning? Okay. How much stock?
583,1959,Preparation,Okay. How much stock? So you have to peel and cut them. No or not peel them.
584,2279,Preparation,So you have to peel and cut them. No or not peel them. So you have to peel and cut them. No or not peel them.
585,1960,Preparation,So you have to peel and cut them. No or not peel them. Okay. And don't boil it briefly. Because sometimes you have to boil it briefly. It doesn't say.
586,1888,Preparation,Okay. And don't boil it briefly. Because sometimes you have to boil it briefly. It doesn't say. After that.
587,2147,Preparation,After that. After that.
588,2280,Preparation,After that. What do you do with potatoes?
589,534,Amount,What do you do with potatoes? How many potatoes?
590,535,Amount,How many potatoes? How many
591,1490,Ingredient,How many It does not say how big
592,2281,Preparation,It does not say how big Do you have to cut them into small pieces? or not?
593,1445,Ingredient,Do you have to cut them into small pieces? or not? Cut small cubes.
594,1519,Ingredient,Cut small cubes. Cut small cubes.
595,2148,Preparation,Cut small cubes. Cut small cubes.
596,536,Amount,Cut small cubes. So. How was it now. 250 milliliters of vegetable broth?
597,772,Amount,So. How was it now. 250 milliliters of vegetable broth? 250 milliliters of vegetable broth?
598,537,Amount,250 milliliters of vegetable broth? I forgot. 200- 250. 150.
599,845,Amount,I forgot. 200- 250. 150. I forgot. 200- 250. Ne 150.
600,1714,Preparation,I forgot. 200- 250. Ne 150. And then what?
601,1715,Preparation,And then what? Like this. Let's do it again. Herb salt. Pepper. Curry bay leaves bay leaves
602,538,Amount,Like this. Let's do it again. Herb salt. Pepper. Curry bay leaves bay leaves But how much of the different herbs do we add? or
603,1716,Preparation,But how much of the different herbs do we add? or What do we do after that?
604,1179,Ingredient,What do we do after that? sugars.
605,1243,Ingredient,sugars. sugars.
606,2149,Preparation,sugars. Sugars.
607,129,Time,"Sugars. So. They need TEN minutes, we said. Now I have to wait. Or"
608,2150,Preparation,"So. They need TEN minutes, we said. Now I have to wait. Or So. BUTTer you said."
609,1198,Ingredient,"So. BUTTer you said. Salt, pepper and sugar. Didn't you?"
610,539,Amount,"Salt, pepper and sugar. Didn't you? Does it say how much?"
611,30,Equipment,"Does it say how much? Teaspoons are the small ones, right?"
612,1717,Preparation,"Teaspoons are the small ones, right? So. The potatoes must be cooked like this, the asparagus like this and then when they are fried then add water or?"
613,1718,Preparation,"So. The potatoes must be cooked like this, the asparagus like this and then when they are fried then add water or? And after that?"
614,2520,Cooking technique, Um Do I have to peel the cooked asparagus?
615,2418,Cooking technique,Um Do I have to peel the cooked asparagus? So the information was start at the top of the head and then peel down or?
616,245,Time,So the information was start at the top of the head and then peel down or? and how long?
617,2364,Temperature,and how long? or how hot should the water be
618,2521,Cooking technique,or how hot should the water be Ok Do I have to boil the asparagus
619,540,Amount,Ok Do I have to boil the asparagus Ok. Um and how much water do I take for it? Was there something
620,541,Amount,Ok. Um and how much water do I take for it? Was there something How much butter should I put in the water?
621,109,Time,How much butter should I put in the water? And how long to cook? What did it say? 15 minutes or so?
622,846,Amount,And how long to cook? What did it say? 15 minutes or so? An e-spoon.
623,2419,Cooking technique,An e-spoon. Can I put it in before the water boils?
624,2420,Cooking technique,Can I put it in before the water boils? Can I put the asparagus in before the water boils?
625,2421,Cooking technique,Can I put the asparagus in before the water boils? Mhm. Can I just put the zucchini and the mushrooms in a pan and fry them? Do I have to ask you something or?
626,2422,Cooking technique,Mhm. Can I just put the zucchini and the mushrooms in a pan and fry them? Do I have to ask you something or? If I just fry them in a pan now. Do I then ask you something if there is nothing to ask or
627,2423,Cooking technique,If I just fry them in a pan now. Do I then ask you something if there is nothing to ask or Can you fry them?
628,2424,Cooking technique,Can you fry them? Then But zucchini can be fried
629,1285,Ingredient,Then But zucchini can be fried And what kind of oil do I take for frying?
630,1446,Ingredient,And what kind of oil do I take for frying? Mhm. Ok. Is it best to cut them into slices or strips?
631,2522,Cooking technique,Mhm. Ok. Is it best to cut them into slices or strips? Okay. And do I have to peel them before?
632,2425,Cooking technique,Okay. And do I have to peel them before? Can I also fry or
633,2426,Cooking technique,Can I also fry or I can also fry peppers
634,2523,Cooking technique,I can also fry peppers Can you fry the mozzarella?
635,2524,Cooking technique,Can you fry the mozzarella? Good. Okay. How do you prepare the chickpeas?
636,197,Time,Good. Okay. How do you prepare the chickpeas? What about the alarm clock?
637,74,Knowledge,What about the alarm clock? What is the difference between crème fraîche and whipped cream?
638,110,Time,What is the difference between crème fraîche and whipped cream? We should have put the chickpeas earlier probably If the NOW still have to cook twenty minutes
639,111,Time,We should have put the chickpeas earlier probably If the NOW still have to cook twenty minutes After you should cook somehow twenty minutes?
640,1259,Ingredient,After you should cook somehow twenty minutes? Ok. Does that mean you can eat them now or not yet?
641,1262,Ingredient,Ok. Does that mean you can eat them now or not yet? Ok. Does that mean that you can eat them now or not yet?
642,1260,Ingredient,Ok. Does that mean that you can eat them now or not yet? Well I mean so out of the can as they were you could have eaten the already there or
643,1263,Ingredient,Well I mean so out of the can as they were you could have eaten the already there or Well I mean so from the can as they were you could have eaten them already or
644,182,Time,Well I mean so from the can as they were you could have eaten them already or What time is it?
645,2803,Miscellaneous,"What time is it? Ok, thank you. And after that there will be a questioning, right?"
646,2709,Recipe," So, Alex. What can I cook with these ingredients?"
647,1078,Ingredient,"So, Alex. What can I cook with these ingredients? What's in the vegetarian casserole?"
648,1134,Ingredient,What's in the vegetarian casserole? With onions? With onions?
649,1199,Ingredient,With onions? With onions? With onions? With onions?
650,2618,Recipe,"With onions? With onions? What about the, uh, red lentils? With onions? Or with onions?"
651,1079,Ingredient,"What about the, uh, red lentils? With onions? Or with onions? There. What do I need?"
652,1578,Preparation,There. What do I need? Then how do you start?
653,542,Amount,Then how do you start? How much water?
654,543,Amount,How much water? And 25 grams of lentils right?
655,773,Amount,And 25 grams of lentils right? And 25 grams of lentils right?
656,445,Amount,And 25 grams of lentils right? Okay. Okay. Good. Double the water.
657,454,Amount,Okay. Okay. Good. Double the water. Okay. Good. Good. Double the water. Double the water.
658,544,Amount,Okay. Good. Good. Double the water. Double the water. Should I use all of it or
659,774,Amount,Should I use all of it or Should I use all of it or
660,2525,Cooking technique,Should I use all of it or What is the best way to cut onions. Into rings.
661,2427,Cooking technique,What is the best way to cut onions. Into rings. But before that peel them of course or?
662,246,Time,But before that peel them of course or? How long should they be? Lentils up?
663,2365,Temperature,How long should they be? Lentils up? At what temperature?
664,2349,Temperature,At what temperature? So now down.
665,2428,Cooking technique,So now down. So how was it with onion again? Cut the top?
666,2386,Cooking technique,So how was it with onion again? Cut the top? Mhm
667,2387,Cooking technique,Mhm Mhm
668,1491,Ingredient,Mhm How big should the rings be?
669,1538,Ingredient,How big should the rings be? Should they be reduced again?
670,1719,Preparation,Should they be reduced again? How does it go on then?
671,1720,Preparation,How does it go on then? Mhm
672,2151,Preparation,Mhm So the next step was to put in olive oil.
673,2152,Preparation,So the next step was to put in olive oil. And the onions.
674,162,Time,And the onions. How long should it infuse?
675,545,Amount,How long should it infuse? How much olive oil? Spoon?
676,1961,Preparation,How much olive oil? Spoon? And then back on the plate?
677,1721,Preparation,And then back on the plate? What comes after?
678,2153,Preparation,"What comes after? Oh, only after cooking."
679,1035,Ingredient,"Oh, only after cooking. What spices would be suitable for it."
680,1321,Ingredient,What spices would be suitable for it. What spices would be suitable for it.
681,1354,Ingredient,What spices would be suitable for it. Ok I do not have. Alternative?
682,1962,Preparation,Ok I do not have. Alternative? So. Should you sauté the onions or just let it soak in a bit.
683,1036,Ingredient,"So. Should you sauté the onions or just let it soak in a bit. So. Next, spices."
684,2154,Preparation,"So. Next, spices. So. Spices next."
685,1722,Preparation,So. Spices next. What's next?
686,546,Amount,What's next? Mhm How much?
687,847,Amount,Mhm How much? Half a tablespoon.
688,2366,Temperature,Half a tablespoon. What temperature?
689,1723,Preparation,What temperature? So. Are there any more steps?
690,1724,Preparation,So. Are there any more steps? Ok How to proceed.
691,1963,Preparation,Ok How to proceed. Soy sauce comes now
692,1725,Preparation,Soy sauce comes now And then?
693,1726,Preparation,And then? Mhm
694,547,Amount,Mhm How much soy sauce is
695,2316,Preparation,"How much soy sauce is There. That's it, isn't it?"
696,2670,Recipe," So I would now like to make a recipe which preferably does not need the oven because otherwise um we go in here and um which produces as little heat as possible. So if you had NOT been there, I would probably have somehow made quesadillas, which are tortillas with cheese-corn pockets and just a salad."
697,2710,Recipe,"So I would now like to make a recipe which preferably does not need the oven because otherwise um we go in here and um which produces as little heat as possible. So if you had NOT been there, I would probably have somehow made quesadillas, which are tortillas with cheese-corn pockets and just a salad. Um I don't know so the ones you have um So probably somehow the vegetables so peppers eggplant onion beans maybe still"
698,41,Equipment,Um I don't know so the ones you have um So probably somehow the vegetables so peppers eggplant onion beans maybe still I've never done that before but it's probably oven.
699,2671,Recipe,I've never done that before but it's probably oven. Ah I have an idea. See if it's um so I've seen somewhere once a recipe with so where you had so eggplant rolls I think they had there somehow cream cheese and salmon in it But you could certainly also do with crème fraîche.
700,2792,Miscellaneous,Ah I have an idea. See if it's um so I've seen somewhere once a recipe with so where you had so eggplant rolls I think they had there somehow cream cheese and salmon in it But you could certainly also do with crème fraîche. Can you show me a picture?
701,2794,Miscellaneous,Can you show me a picture? Okay. Can you describe it? Can you describe it?
702,6,Meal,"Okay. Can you describe it? Can you describe it? Good. Yeah, um, is that more of an appetizer portion or a main course portion?"
703,1080,Ingredient,"Good. Yeah, um, is that more of an appetizer portion or a main course portion? Um, can you read me the list of ingredients?"
704,548,Amount,"Um, can you read me the list of ingredients? So I know how much it is?"
705,1081,Ingredient,So I know how much it is? Exactly. Can you read me the ingredients again slowly so that I can get them whenever you need them?
706,915,Ingredient,Exactly. Can you read me the ingredients again slowly so that I can get them whenever you need them? Yes
707,916,Ingredient,Yes Mhm
708,917,Ingredient,Mhm Yes
709,918,Ingredient,"Yes Okay, thyme? Yes"
710,919,Ingredient,"Okay, thyme? Yes Mhm"
711,920,Ingredient,Mhm Ok
712,921,Ingredient,Ok Um Ok
713,922,Ingredient,Um Ok Yes
714,923,Ingredient,Yes Yes perfect
715,1579,Preparation,"Yes perfect Okay. (chuckles) Cool. Uh... Um, can you tell me what to do next or first?"
716,1964,Preparation,"Okay. (chuckles) Cool. Uh... Um, can you tell me what to do next or first? Okay. Uh... Um, clean now?"
717,2526,Cooking technique,"Okay. Uh... Um, clean now? Um Can you still look up what that might mean exactly?"
718,2388,Cooking technique,Um Can you still look up what that might mean exactly? Mhm
719,1492,Ingredient,"Mhm Ok. then I'll do nothing else now. Um, how thin should the discs be again?"
720,2282,Preparation,"Ok. then I'll do nothing else now. Um, how thin should the discs be again? Does it say anything about what I should do with the add-on discs, because they are getting smaller and smaller."
721,1638,Preparation,"Does it say anything about what I should do with the add-on discs, because they are getting smaller and smaller. Ok. Um, how was that with the salting and pickling?"
722,1965,Preparation,"Ok. Um, how was that with the salting and pickling? Was that a plate or"
723,1727,Preparation,"Was that a plate or Ok. Okay. Um, what's next?"
724,2819,Miscellaneous,"Ok. Okay. Um, what's next? Okay. Um, do you have a timer built in?"
725,1728,Preparation,"Okay. Um, do you have a timer built in? Okay. Great. Okay. What's next."
726,148,Time,Okay. Great. Okay. What's next. How long in the oven?
727,1616,Preparation,"How long in the oven? Um, can you read me the whole recipe?"
728,1729,Preparation,"Um, can you read me the whole recipe? Mhm"
729,2804,Miscellaneous,Mhm Can I modify the recipe?
730,75,Knowledge,"Can I modify the recipe? Okay. There. Two shallots. Shallots are those little onions, right? Something like that."
731,438,Amount,"Okay. There. Two shallots. Shallots are those little onions, right? Something like that. Okay. So I'll just assume that half an onion equals about two shallots?"
732,1730,Preparation,Okay. So I'll just assume that half an onion equals about two shallots? Okay. Good. What's the next step?
733,2527,Cooking technique,Okay. Good. What's the next step? Ok I don't know if I should do that now because um they are cherry tomatoes anyway.
734,549,Amount,"Ok I don't know if I should do that now because um they are cherry tomatoes anyway. So. Uh, does it say anything about how many grams?"
735,1731,Preparation,"So. Uh, does it say anything about how many grams? Good. [Chuckles] Um, should I do something with the onions? So what would be the next step?"
736,1966,Preparation,"Good. [Chuckles] Um, should I do something with the onions? So what would be the next step? Probably cook them somehow or?"
737,26,Equipment,"Probably cook them somehow or? Ah. Okay. Um, would you estimate the pot is enough? So from the total amount if you consider everything?"
738,1493,Ingredient,"Ah. Okay. Um, would you estimate the pot is enough? So from the total amount if you consider everything? How big should the cubes be again?"
739,2528,Cooking technique,How big should the cubes be again? Ok. Can you explain the part with the scalding again?
740,2529,Cooking technique,Ok. Can you explain the part with the scalding again? Can you somehow find out in more detail how to do the skinning? Because with me now still nothing dissolves?
741,2389,Cooking technique,Can you somehow find out in more detail how to do the skinning? Because with me now still nothing dissolves? Mhm?
742,2390,Cooking technique,Mhm? Ok
743,2391,Cooking technique,Ok Yes well then
744,1512,Ingredient,Yes well then Okay. How should the onions be somehow glazed or is there nothing more specific.
745,550,Amount,Okay. How should the onions be somehow glazed or is there nothing more specific. How much broth was that again?
746,1082,Ingredient,How much broth was that again? Ok. And herb broth now in so far that you put the thyme oregano and sage with reintut? or because there before in the ingredients was yes vegetable broth.
747,551,Amount,Ok. And herb broth now in so far that you put the thyme oregano and sage with reintut? or because there before in the ingredients was yes vegetable broth. Um how much of the herbs again?
748,2275,Preparation,Um how much of the herbs again? Ok you tell me what I should do with the rolls?
749,1200,Ingredient,"Ok you tell me what I should do with the rolls? Just olive oil, nothing else?"
750,2757,Recipe,"Just olive oil, nothing else? Maybe you can look in the meantime if you still find a GURkensalatrezepest that I do not know yet I usually make with yogurt but maybe you can also make with crème fraîche then I can use more ingredients from you?"
751,1617,Preparation,Maybe you can look in the meantime if you still find a GURkensalatrezepest that I do not know yet I usually make with yogurt but maybe you can also make with crème fraîche then I can use more ingredients from you? What do I have to do DA?
752,1447,Ingredient,What do I have to do DA? Cucumber sliced?
753,1618,Preparation,"Cucumber sliced? Um, okay. Yes, just read everything first."
754,1083,Ingredient,"Um, okay. Yes, just read everything first. Okay. Okay. Then I need the ingredients again. I didn't get that."
755,924,Ingredient,Okay. Okay. Then I need the ingredients again. I didn't get that. Mhm?
756,925,Ingredient,Mhm? Mhm
757,926,Ingredient,Mhm Okay. Okay. Mmm?
758,1286,Ingredient,Okay. Okay. Mmm? Okay. Does it say anything about the vinegar?
759,247,Time,"Okay. Does it say anything about the vinegar? Um, is there anything about how long the tomatoes should cook? The sauce?"
760,2593,Recipe,"Um, is there anything about how long the tomatoes should cook? The sauce? Okay. Have any people written anything about the cucumber salad? So just so"
761,1287,Ingredient,Okay. Have any people written anything about the cucumber salad? So just so I would like to know if this is an instant couscous like what I have.
762,2805,Miscellaneous,I would like to know if this is an instant couscous like what I have. Can I just take mine? Because that is already open then you do not have to open a new package.
763,149,Time,Can I just take mine? Because that is already open then you do not have to open a new package. How long did it say it would take in the oven?
764,2155,Preparation,How long did it say it would take in the oven? Ok. I'm supposed to fry the eggplant.
765,441,Amount,"Ok. I'm supposed to fry the eggplant. Um, was the mustard in the salad in tablespoons or in teaspoons."
766,442,Amount,"Um, was the mustard in the salad in tablespoons or in teaspoons. Was there anything else measured in spoons?"
767,552,Amount,Was there anything else measured in spoons? What and you had said a tablespoon of vinegar?
768,775,Amount,What and you had said a tablespoon of vinegar? What and you said a tablespoon of vinegar?
769,553,Amount,What and you said a tablespoon of vinegar? And how much oil?
770,1135,Ingredient,"And how much oil? The salad had salt and pepper in it, didn't it?"
771,1201,Ingredient,"The salad had salt and pepper in it, didn't it? The salad still had salt and pepper in it, didn't it?"
772,1180,Ingredient,"The salad still had salt and pepper in it, didn't it? And chives."
773,1136,Ingredient,And chives. Oh crap onions were still in the cucumber salad or?
774,1202,Ingredient,"Oh crap onions were still in the cucumber salad or? Oh crap, onions were still in the cucumber salad, weren't they?"
775,1598,Preparation,"Oh crap, onions were still in the cucumber salad, weren't they? Ok. Maybe I can prepare something for the filling of the eggplants? What was there to do?"
776,1732,Preparation,Ok. Maybe I can prepare something for the filling of the eggplants? What was there to do? Mhm
777,1448,Ingredient,"Mhm The tomatoes were probably chopped, right?"
778,1539,Ingredient,"The tomatoes were probably chopped, right? The tomatoes were probably chopped, right?"
779,1355,Ingredient,"The tomatoes were probably chopped, right? Can you look for a substitute for olive paste?"
780,1449,Ingredient,Can you look for a substitute for olive paste? Now I didn't even ask if the strips should be lengthwise or crosswise.
781,1520,Ingredient,Now I didn't even ask if the strips should be lengthwise or crosswise. Now I didn't even ask if the strips should be lengthwise or crosswise.
782,1639,Preparation,"Now I didn't even ask if the strips should be lengthwise or crosswise. Ok. Um, can you read me the filling step again?"
783,1895,Preparation,"Ok. Um, can you read me the filling step again? Okay. Um, can you read me the filling step again?"
784,2283,Preparation,"Okay. Um, can you read me the filling step again? Does it say anything if you roll them up lengthwise or crosswise?"
785,2795,Miscellaneous,Does it say anything if you roll them up lengthwise or crosswise? From the picture?
786,554,Amount,From the picture? Does it say approximately how much? Um cheese or tomatoes on it?
787,1439,Ingredient,Does it say approximately how much? Um cheese or tomatoes on it? And are they only in the middle or are they everywhere?
788,1540,Ingredient,And are they only in the middle or are they everywhere? And are they only in the middle or are they everywhere?
789,1494,Ingredient,And are they only in the middle or are they everywhere? Have I cut it too thin? If it tears now?
790,1541,Ingredient,Have I cut it too thin? If it tears now? Did I cut them too thin? If it tears now?
791,1967,Preparation,Did I cut them too thin? If it tears now? Okay. They must now EIgentlich again in the oven or?
792,555,Amount, Then need question how much couscous you need for four people?
793,556,Amount,Then need question how much couscous you need for four people? How much was it?
794,557,Amount,How much was it? And how much water (?
795,848,Amount,And how much water (? 200 grams.
796,849,Amount,200 grams. 300 milliliters.
797,1968,Preparation,300 milliliters. And then you just have to let it uh swell or?
798,163,Time,And then you just have to let it uh swell or? Ok how long ten minutes or twenty minutes?
799,2156,Preparation,Ok how long ten minutes or twenty minutes? Covered.
800,1037,Ingredient,Covered. And you season it already or
801,1084,Ingredient,And you season it already or What belongs now everything in the couscous recipe?
802,1733,Preparation,What belongs now everything in the couscous recipe? Mhm
803,558,Amount,Mhm How many milliliters were there again?
804,1969,Preparation,How many milliliters were there again? And then the vegetable broth still in addition
805,1137,Ingredient,And then the vegetable broth still in addition Does onion belong in it at all? Already or
806,1203,Ingredient,Does onion belong in it at all? Already or Already or
807,248,Time,Already or How long does asparagus take?
808,2530,Cooking technique,How long does asparagus take? Or how do you prepare it best?
809,2429,Cooking technique,Or how do you prepare it best? Peel the asparagus or?
810,1138,Ingredient,Peel the asparagus or? Is there salt in the water or just boil it.
811,1204,Ingredient,Is there salt in the water or just boil it. Is there salt in the water or just boil it.
812,1244,Ingredient,"Is there salt in the water or just boil it. What salt, sugar and butter."
813,559,Amount,"What salt, sugar and butter. Okay. How much salt?"
814,560,Amount,Okay. How much salt? Ok. Sugar was tablespoon.
815,850,Amount,Ok. Sugar was tablespoon. Okay. Sugar was tablespoon. Sugar was tablespoon.
816,561,Amount,Okay. Sugar was tablespoon. Sugar was tablespoon. And how much butter?
817,130,Time,"And how much butter? Ah, we said ten minutes, fifteen minutes."
818,249,Time,"Ah, we said ten minutes, fifteen minutes. So how long does the asparagus take?"
819,2157,Preparation,"So how long does the asparagus take? So keep cooking, okay?"
820,1970,Preparation,"So keep cooking, okay? Then I would just add fried vegetables."
821,1971,Preparation,Then I would just add fried vegetables. The onion and the bell pepper so to speak.
822,1450,Ingredient,The onion and the bell pepper so to speak. So cut into cubes or?
823,1542,Ingredient,So cut into cubes or? So cut into cubes or?
824,2586,Recipe,So cut into cubes or? Stands there with chef
825,1288,Ingredient,Stands there with chef What kind of oil do you put in the salad?
826,1289,Ingredient,"What kind of oil do you put in the salad? Vegetable oil, so it doesn't matter which one?"
827,1139,Ingredient,"Vegetable oil, so it doesn't matter which one? Tomatoes also come in or?"
828,562,Amount,Tomatoes also come in or? How many eggs and how much flour?
829,1038,Ingredient,How many eggs and how much flour? Which spices do you need?
830,1372,Ingredient,Which spices do you need? I do not have chives.
831,1972,Preparation,I do not have chives. Now still salted and peppered?
832,161,Time,Now still salted and peppered? How long do you have to grill peppers?
833,150,Time,How long do you have to grill peppers? So fry them here?
834,1085,Ingredient,So fry them here? Ok. What would you need for hummus?
835,1356,Ingredient,Ok. What would you need for hummus? For what could you replace sesame paste?
836,1619,Preparation,For what could you replace sesame paste? So how do I go about it?
837,1734,Preparation,So how do I go about it? Mhm
838,1973,Preparation,Mhm Then cut the garlic?
839,1974,Preparation,Then cut the garlic? Then cut the garlic?
840,563,Amount,Then cut the garlic? How much garlic?
841,927,Ingredient,How much garlic? And then what?
842,1408,Ingredient,And then what? Garlic too?
843,1140,Ingredient,"Garlic too? I'd almost put in a little crème fraîche. It doesn't say that, does it?"
844,1735,Preparation,"I'd almost put in a little crème fraîche. It doesn't say that, does it? And then what?"
845,1975,Preparation,And then what? Just a little lemon juice?
846,1039,Ingredient,Just a little lemon juice? And spices?
847,1141,Ingredient,And spices? Coriander?
848,1205,Ingredient,Coriander? Coriander?
849,564,Amount,Coriander? Hm. So. Coriander half a teaspoon
850,776,Amount,Hm. So. Coriander half a teaspoon Hm. So. Coriander half a teaspoon
851,1142,Ingredient,Hm. So. Coriander half a teaspoon Coriander Cumin Paprika And Chili Or?
852,1206,Ingredient,Coriander Cumin Paprika And Chili Or? Coriander cumin paprika And chili or?
853,1976,Preparation,Coriander cumin paprika And chili or? So. and then just mix or?
854,2317,Preparation,So. and then just mix or? Do you have to let it steep or is it ready?
855,2158,Preparation,Do you have to let it steep or is it ready? And then in the fridge.
856,164,Time,And then in the fridge. For?
857,165,Time,For? An hour or so probably.
858,1977,Preparation,An hour or so probably. So tomatoes still Then I would make mozzarella pure?
859,1040,Ingredient,So tomatoes still Then I would make mozzarella pure? So. Um Had we at herbs parsley and oregano or?
860,1207,Ingredient,So. Um Had we at herbs parsley and oregano or? So. Um Did we have parsley and oregano as herbs or?
861,1451,Ingredient,So. Um Did we have parsley and oregano as herbs or? Probably dice it too
862,1543,Ingredient,Probably dice it too Probably also dice it
863,565,Amount,"Probably also dice it But there are no quantities, right?"
864,1041,Ingredient,"But there are no quantities, right? Or salt and pepper?"
865,566,Amount,Or salt and pepper? Mhm. How much oil? Is that written there?
866,1143,Ingredient,Mhm. How much oil? Is that written there? no vinegar or so?
867,1144,Ingredient,no vinegar or so? Ah now I have the hummus I think I forgot the sesame oil is still pure or?
868,1208,Ingredient,"Ah now I have the hummus I think I forgot the sesame oil is still pure or? Ah, now I think I forgot the sesame oil in the hummus that still comes in or?"
869,567,Amount,"Ah, now I think I forgot the sesame oil in the hummus that still comes in or? How much goes in there?"
870,851,Amount,How much goes in there? A little bit. Ok. So probably very little because it is fully intense.
871,76,Knowledge, Ok. What happens to sour cream when you heat it?
872,2531,Cooking technique,Ok. What happens to sour cream when you heat it? Ok. Is bulgur cooked in water
873,1736,Preparation,Ok. Is bulgur cooked in water Mhm
874,451,Amount,Mhm What is the ratio of bulgur to heated water?
875,1737,Preparation,What is the ratio of bulgur to heated water? Mhm
876,250,Time,Mhm Then when the bulgur comes in contact with the hot water how long does it take to be ready?
877,2532,Cooking technique,Then when the bulgur comes in contact with the hot water how long does it take to be ready? How are chickpeas prepared?
878,2711,Recipe,How are chickpeas prepared? What is the recipe suggestion um chickpeas peppers something?
879,1322,Ingredient,What is the recipe suggestion um chickpeas peppers something? Is it possible to combine chickpeas with sour cream somehow
880,2619,Recipe,Is it possible to combine chickpeas with sour cream somehow Uh please the chickpea pepper soup
881,1086,Ingredient,Uh please the chickpea pepper soup Um please read out the uh the ingredients for the soup again.
882,1580,Preparation,Um please read out the uh the ingredients for the soup again. Um How is the first step of the recipe?
883,1738,Preparation,Um How is the first step of the recipe? Yes?
884,2806,Miscellaneous,Yes? So it's okay if I think of something or?
885,1581,Preparation,"So it's okay if I think of something or? Um, read again the recipe of the soup, the beginning."
886,251,Time,"Um, read again the recipe of the soup, the beginning. What did it say at the beginning the chickpeas 60 minutes?"
887,1582,Preparation,What did it say at the beginning the chickpeas 60 minutes? Please go back to the first step.
888,1739,Preparation,Please go back to the first step. Then?
889,1740,Preparation,Then? And then.
890,1978,Preparation,And then. The chickpeas are cooked?
891,2533,Cooking technique,The chickpeas are cooked? What is the best way to cut tomatoes lengthwise crosswise diced?
892,171,Time,What is the best way to cut tomatoes lengthwise crosswise diced? How long did it say it would take to absorb the water?
893,1896,Preparation,How long did it say it would take to absorb the water? Please read the next step when the ingredients are cooked until golden brown.
